id,subject,author,status,related issues,description
5913,Authors name in from  address of email notifications,Krzysztof Gałązka,Closed,"Is duplicate of #23491, Is duplicate of #16093","
In mail notification created by Redmine 'FROM' address in headers
is set to Setting.mail_form. It would be useful to add name of
author to this address. You would know who is working on issue
without opening mail. I've changed line in app/models/mailer.rb
in initialize_defaults method:

from Setting.mail_from

to 

@author ||= User.current
from ""#{@author.name} <#{Setting.mail_form}>""

It seams to work, but I'm not sure if it wont break anything."
1739,Add ability to change issue author,Burt Culver,Reopened,"Is duplicate of #2035, Is duplicate of #3642, Is duplicate of #3799, Is duplicate of #9701, Is duplicate of #14465, Is duplicate of #23460","Sometimes, I submit an issue, but down the road am no longer responsible for tracking it.  I'd like to be able to change the owner of the issue so that I no longer receive emails on the issue and it is clearer who is responsible for tracking issue.  The new owner can already make themselves watcher to get the emails but this change would eliminate that step."
3568,"New view-hook in contextual ""(action) menu"" in issues show view",Mischa The Evil,Closed,Is duplicate of #23434,"As proposed in this forum-thread (message#7093) it would be nice if we could (at least) add items to these contextual ""menus"" using plugin hooks.

I'd suggest to interpret the proposal done in the forum as: ""please add a hook like @:view_issues_show_contextual@"".

Regards,

Mischa."
9909,Search in project and its subprojects by default,ed boel,Closed,"Is duplicate of #23403, Is duplicate of #22125, Is duplicate of #24764","The default search scope when in a project is now only the selected project. 
In my setup there are about 25 different projects, so it is easy if the search scope would always be 'all projects' or 'this and its subprojects'. Is it possible to add a configuration option to enable that?"
15902,Custom Field - Version - Combo list to be grouped by projects..,Rupesh  J,New,"Is duplicate of #16123, Is duplicate of #17053, Is duplicate of #22029, Is duplicate of #23348","Currently the Versions are not grouped according to the projects version inherited.
Can you please show  this combo as grouped.

Thank You.
"
23152,Distinguish closed subprojects on the project overview,Diego Gonzalez,Closed,Is duplicate of #23327,"I closed a subproject, however, Project Overview father still appears without reference to their status or ability to filter it.
Agradeceria option for not listed closed subprojects."
10614,Email Notifications for Custom field with User type,vi palla,New,"Is duplicate of #21491, Is duplicate of #23229, Is duplicate of #16527","We want to add new custom field for Issue with User type that lists all the users in the project.
for eg., Tester is the field added to the project it has the list of users.
Once the development is complete we want to pass on the issue to 'Tester'. On selecting the user in ""Tester"" field, 
Will 'Tester' receive email notifications when a user in 'Tester' field is choosen?
Developer will be tracked by using OOTB 'Assignee' field. We dont want to change as we want to track who owns the issue."
4939,List of tasks filtered as OR and not AND,Alain V.,New,"Is duplicate of #7641, Is duplicate of #12970, Is duplicate of #6332, Is duplicate of #10421, Is duplicate of #21532, Is duplicate of #23211, Is duplicate of #23216, Is duplicate of #34793, Is duplicate of #13356","Hello

Up to now in the list of task you can filter upon some values but the list of filters are 
List of tasks that has
filter1=value1 AND filter2=value2 AND filter3=value3

I think it could be interesting to have the possibility of
List of tasks that has
filter1=value1 OR filter2=value2 OR  filter3=value3

Do you think it is possible? thank you"
10999,Ticket list filter: More flexible filter conditions,Frank Helk,New,Is duplicate of #23216,"I have not found any workaround on that by now ...

As far as I understand it, the filter conditions for the ticket list (text fields) filter on an exact phrase in any case. With that behaviour, I can't filter for tickets containing i.e. 2 words at random positions in the field. Normally I would circumvent that by just adding another filter on the same field, but unfortunately that is blocked - only one condition per field is allowed.

I would suggest to either

- allow multiple filter conditions on the same field, connected by ""AND"", or
- implement some kind of optional pattern search like RegEx, or
- (preferred) implement search pattern interpretation rules for text fields, like a choice of
  ""exact phrase / all words (AND) / any word (OR) / RegEx"" as drop down list."
4939,List of tasks filtered as OR and not AND,Alain V.,New,"Is duplicate of #7641, Is duplicate of #12970, Is duplicate of #6332, Is duplicate of #10421, Is duplicate of #21532, Is duplicate of #23211, Is duplicate of #23216, Is duplicate of #34793, Is duplicate of #13356","Hello

Up to now in the list of task you can filter upon some values but the list of filters are 
List of tasks that has
filter1=value1 AND filter2=value2 AND filter3=value3

I think it could be interesting to have the possibility of
List of tasks that has
filter1=value1 OR filter2=value2 OR  filter3=value3

Do you think it is possible? thank you"
17720,"Filter issues by ""Updated by"" and ""Last updated by""",Scott Hildebrand,Closed,"Is duplicate of #23210, Is duplicate of #1882, Is duplicate of #13727, Is duplicate of #2333","There appears to be no good way to filter by involvement. I think that maybe there are 2 filters needed here.

*updated by* (this would be general involvement, other users could have updated an issue afterwards)
*last updated by* (this would be specifically to find issues by _who touched it last_)

Similarly I think that these need to be added as _available columns_.

BTW I did try this plugin (https://github.com/neowit/redmine_last_updated_by_column) but it was kind of broken, and I don't think it quite addresses this general need."
7079,Adding Holidays to Calendar,yasin koşar,New,"Is duplicate of #8323, Is duplicate of #22997","We want to show national holidays and Sundays with a different color in the calendar so that the user knows it is a holiday.
I tried to use ""holidays.gem"" to do that but yet i couldn't succeed.
We don't mean to use schedules plugin or any, we directly want to change the redmine calendar."
