#,Subject,Author,Status,Related issues,Description
35014,Review and update supported database engines and versions ,Marius BĂLTEANU,Closed,Related to #39437,"Supported database engines and versions were not been updated for a while and we should do it in Redmine version:""6.0.0"". 

|_/2-. Redmine version|_/2-. Supported Ruby versions        |_/2-. Rails version used |_\4=. Recommended Databases                      | 
                                                                                      |*PostgreSQL* |*MySQL*     |*MSSQL*    | *SQLite* | 
|trunk (>= r22053)    |2.7, 3.0, 3.1, 3.2                   |Rails 6.1                |14           |8.0 - 8.1   |>2012      | 3        |
|5.1                  |2.7, 3.0, 3.1, 3.2                   |Rails 6.1                |>9.2         |5.7 - 8.1   |>2012      | 3        |
|5.0                  |Ruby 2.5[1], 2.6[1], 2.7, 3.0, 3.1   |Rails 6.1                |>9.2         |5.7 - 5.7   |>2012      | 3        |
|4.2                  |Ruby 2.4[1], 2.5[1], 2.6, 2.7[2]     |Rails 5.2                |>9.2         |5.5 - 5.7   |>2012      | 3        |"
35001,Disable API authentication with username and password when two-factor authentication is enabled for the user,Go MAEDA,Closed,Related to #1237,"In Redmine 4.2, two-factor authentication has been introduced.

When two-factor authentication is enabled, it becomes difficult for an attacker to log in to Redmine even if he knows the username and password.

However, API authentication is not covered by two-factor authentication. Currently, there are three methods of API authentication:

1. send the user's API key via X-Redmine-API-Key header
2. basic authentication with the user's API key ( username is the API key and password is a random string)
3. basic authentication with user name and password

If you have two-factor authentication enabled, I think the third method will be problematic. This is because even though the web UI can prevent an attacker from logging in with an illegally obtained username and password, they can still use that username and password to access the data via the API.

To address this risk, I suggest disabling basic authentication with username and password for users who have two-factor authentication enabled.
"
34992,Ruby 3.0 support,Go MAEDA,Closed,"Related to #34986, Related to #37249, Blocked by #29914","Ruby 3.0.0 has been released on 25 Dec 2020.
https://www.ruby-lang.org/en/news/2020/12/25/ruby-3-0-0-released/
"
34978,Add the list of supported browsers to docs and drop support for IE 11,Marius BĂLTEANU,Closed,"Related to #34841, Related to #10328, Related to #16895, Related to #38228, Related to #33240, Related to #8370","Beginning August 17, 2021, the remaining Microsoft 365 apps and services will no longer support IE 11. Microsoft Teams already ended support. More details ""here"":https://techcommunity.microsoft.com/t5/microsoft-365-blog/microsoft-365-apps-say-farewell-to-internet-explorer-11-and/ba-p/1591666#:~:text=Today%2C%20we're%20announcing%20that,no%20longer%20support%20IE%2011.

It's time to drop support for IE11 and supports only Microsoft Edge (Chromium version)"
34942,"Support for Git repositories with default branch ""main""",Go MAEDA,Closed,"","Since GitHub renamed the default branch name from ""master"" to ""main"" in 2020, more and more Git repositories in the world have the default branch of “main” instead of “master”. However, Redmine does not recognize ""main"" branch as the default branch.
https://github.com/github/renaming

After applying the attached patch, ""main"" will be recognized as the default branch in addition to ""master""."
34932,"""Copy link"" feature for issues list",Mizuki ISHIKAWA,Closed,"Related to #34703, Related to #14125","Added the feature to copy issue and journal links by #34703.
I think it would be convenient if that feature could also be used in the context menu.

If you have selected one issue:
* Copy to https://redmine-host/issues/:id

If you have selected multiple issue:
* Copy to https://redmine-host/issues?issue_id=1%2C2&set_filter=1&status_id=%2A (https://redmine-host/issues?issue_id=1,2&set_filter=1&status_id=*)
!{width: 50%; border: 1px solid #ccc}after-accessing-the-copied-url.png!"
34924,Add Tamil language support,Dhanasingh Krishnapandian,Closed,Precedes #39751,Tamil India language files
34863,Change default text formatter for new installations from textile to common_mark,Marius BĂLTEANU,Closed,"Related to #35952, Related to #37365, Blocked by #36807","Nowadays, markdown is much more used and known compared with textile. Also, in Redmine, Markdown has better support.

My proposal is to change the default setting from textile to markdown."
34857,"Add total estimated hours, spent hours, total spent hours for issues to issue list API",Felix Schäfer,Closed,"Has duplicate #18943, Has duplicate #5303, Has duplicate #35989","The issue index API currently does not return total estimated hours, spent hours and total spent hours, although the issue show API does show those fields."
34833,Allow redmine to provide reply-to email header,Gary Aitken,Closed,"","Redmine outgoing email does not provide a reply-to header.  Many email relays which require a user-id/pw login (e.g. smtp.gmail.com) replace the sender@domain with the user-id of the login account.  Consequently, when the receiver replies to the email, it goes to the login user-id and domain, rather than the sender user@domain set by redmine where the issue originated.

This patch provides a check-box in the email-notifications settings which, when set, causes redmine to provide a reply-to header identical to the sender (user@domain).  This allows replies to be routed to the redmine instance where they originated, and be incorporated into the issue.

The attached tarball of .diff files is for:
  redmine-4.1.1
  ruby 2.6.6p146  (not relevant)
  Rails 5.2.4.2   (provides base mailer, not especially relevant)
  mysql 5.7       (not relevant)
  plugins: Additionals (not relevant)"
34821,find tickets assigned to former employees,Han Boetes,Closed,"","I got a question if I could find all tickets assigned to former employees and I wrote this not very pretty but working script:

<pre>
#!/bin/sh
disabled_users=$(echo 'select id from users where status = 3;' | mysql -N redmine)
for du in $disabled_users; do echo ""select project_id, id, assigned_to_id from issues where assigned_to_id = $du and status_id = 2;"" | mysql -N redmine; done | \
while read project id user; do
  PN=$(echo ""select name from projects where id = $project"" | mysql -N redmine)
  user=$(echo ""select login from users where id = $user"" | mysql -N redmine)
  echo ""Ticket $id in project '$PN' is assigned to '$user'"" 
done
</pre>

* I'm aware this could be done with one mysql statement, but my mysql skills are rather bad and this works as well. Improvements are welcome of course.
* I've read this feature has been implemented in redmine 4, so this is for all redmine 3 users."
34798,Show project tree instead of subprojects in the project selector when you create a new issue ,Marius BĂLTEANU,Closed,"","In #12704, we allowed to select a subproject when you create a new issue. My proposal is to change the behaviour and show the project tree instead of subtasks.

In this way, you will be able to select also a parent instead of only children.

"
34797,Make default_assignee available through API,Sébastien Lardière,Closed,"","Since #33113, the default_assignee field in a project is available through the API, but in read omly : we cannot create a project with this field through the API. 

Maybe I'm wrong, then, please, let me know how can I do that ? 

Is this feature can be added in the API ? 

thanks, "
34794,Allow newlines and quote characters within mail body delimiters,Holger Just,Closed,"","When processing incoming emails, there is the possibility to define body delimiters after which no further content should be read from the mail body.

When defining long delimiters (e.g. commonly in @Setting.emails_header@), the delimiter may break into multiple lines in replies with (nested) quote characters at the beginning of lines.

With the attached patch, we extend the handling of ""normal"" delimiters (i.e. delimiters not defined as regular expressions) so that any space within the delimiter can also span multiple lines with optional quote characters at the front. This ensures that even delimiters broken over multiple lines in incoming mails will be recognized as such.

The patch is against current trunk (r20752) and can be applied with @patch -p1 < 0001-Allow-newlines-and-quote-characters-within-mail-body.patch@."
34787,"Ability to set default value for  ""I don't want to be notified of changes that I make myself""",Pierre DEPREY,Closed,"Related to #14574, Has duplicate #24629","Hello,

I search many possibilites to change the default value of no_self_notified when creating a new user.
Actually default is true.

line 54 to 56 in /app/models/user_preference.rb

<pre><code class=""ruby"">
unless attributes && attributes.key?(:no_self_notified)
  self.no_self_notified = true
end
</code></pre>

might be :

<pre><code class=""ruby"">
unless attributes && attributes.key?(:no_self_notified)
  self.no_self_notified = Setting.default_users_no_self_notified
end
</code></pre>

and add in config/settings.yml

<pre><code class=""yaml"">
default_users_no_self_notified:
  default: true
</code></pre>

With this change, we can modify the default value without changing source code of Redmine.

this may be implemented in a future release ?

Regards, 

Pierre"
34766,Better error message when no API format is recognised,Felix Schäfer,Closed,Has duplicate #26709,"At Planio sometimes see users trying to make API requests using the HTTP @Accept: application/json@ header but forgetting to add @.json@ at the end of the path. This currently leads to a @raise@ with a @500 Internal Server Error@.

We propose the following patch to correctly return a @406 Not Acceptable@ (this is the same HTTP status Rails uses when the passed @Accept@ HTTP header can not be served), log the error instead of @raise@-ing, and returning a helpful message in the HTTP response.


<pre><code class=""diff"">
diff --git a/lib/redmine/views/builders.rb b/lib/redmine/views/builders.rb
index 653c1bd6b..3c977df67 100644
--- a/lib/redmine/views/builders.rb
+++ b/lib/redmine/views/builders.rb
@@ -30,7 +30,9 @@ module Redmine
             when 'xml',  :xml  then Builders::Xml.new(request, response)
             when 'json', :json then Builders::Json.new(request, response)
             else
-              raise ""No builder for format #{format}""
+              Rails.logger.error ""No builder for format #{format.inspect}""
+              response.status = 406
+              return ""We couldn't handle your request, sorry. If you were trying to access the API, make sure to append .json or .xml to your request URL.\n""
             end
           if block_given?
             yield(builder)
</code></pre>"
34762,Display more detailed error message when attempting to import malformed CSV file,Go MAEDA,Closed,"","Currently, the error message when attempting to import a malformed CSV file is too simple, just says ""The file is not a CSV file or does not match the settings below"". So it is difficult to identify problems with the CSV file.

The attached patch adds an exception message from Ruby's CSV class. It makes it much easier to debug the cause of importing error.

!{width: 784px; border: 1px solid grey;}.detailed-error.png!"
34718,Auto guess file encoding when importing CSV file,Go MAEDA,Closed,"","When importing a CSV file, file encoding is pre-selected according to general_csv_encoding in config/locales/*.yml. For example, ""CP932"" is selected by default when your language setting is Japanese.

I often use CSV files with UTF-8 encoding, but it's a bother to re-select UTF-8 in the encoding drop-down every time.

It would be nice if Redmine auto guesses the file encoding when importing a CSV file. Redmine already auto guess file encoding when displaying attached files or repository contents using @Setting.repositories_encodings@.
"
34715,Filter issues by file description,Go MAEDA,Closed,"","Currently, Redmine has a feature to filter issues by attachment file name (#2783).

I think it would be even useful if it is possible to filter issues by attachment file description. Using both file name and description makes it much easier to find files or issues. "
34714,Move delete button for issues and journals to the dropdown menu,Mizuki ISHIKAWA,Closed,Related to #34703,"I would like to include infrequently used link such as Delete and Copy in Actions Dropdown.
This is a patch that is based on the current features of the wiki.
!{width: 70%; border: 1px solid #ccc}screenshot_2021-02-12_15.41.37.png!

The reason for making this issue:
* There are many icons on the view, so I would like to make it a little simpler.
* I am trying to increase the number of ""copy links"" links in #34703. Then there will be more icons than now.
* Journal action links only show icons, but there are some features that are difficult to understand with just the icons.

Concern:
The same icon is used for the context menu of related issues on the page, and it may be misunderstood that the link added this time also opens the context menu."
34703,"""Copy link"" feature for issue and issue journal",Mizuki ISHIKAWA,Closed,"Related to #34714, Related to #34932","When you are looking at a issue with Redmine and want to share the URL, if you copy the URL with a browser, it will be a long URL with many unnecessary parameters such as issue_count and prev_issue_id.

I think it would be convenient to be able to copy a simple URL from the view.

* URL of the issue to be copied： @https://<your redmine>/issues/1@
* URL of the issue journal to be copied： @http://<your redmine>/issues/1#note-1@"
34700,Allow to use watch_by filter in the global issues list,Holger Just,Closed,Related to #8160,"In #8160, we introduced the ability to filter by specific watchers (rather than just ""me""). However, due to the permission check inside the @Query#watcher_values@ method, this capability was only available inside a project. In the global issues view, the filter still only offered ""me"".

The attached patch against current trunk (r20742) fixes this behavior to also offer all visible watchers on the global issues view. The patch is a git patch which can be applied with

<pre>
patch -p1 < 0001-Allow-to-use-watch_by-filter-in-the-global-issues-li.patch
</pre>"
34608,assigne contact in issues,Nikos Kotronakis,Closed,"","hello,

do we know any way to add a contact to issue? I have a big progect with many issues, so i want if it's possible to add a contact each time.

thanks"
34583,Group by parent project,Mary Cox,Closed,"","How do I export a list which includes the parent project name, or group by the parent project?"
